audio_path,text
/home/data/raw/bengali/audio/bn_00035.wav,"দয়া করে ধীরে বলুন আমি বুঝতে পারছি না"
/home/data/raw/bengali/audio/bn_00036.wav,"আপনার নাম কি"
/home/data/raw/bengali/audio/bn_00037.wav,"আমি কাল বাজারে যাব"
/home/data/raw/bengali/audio/bn_00038.wav,"আমাদের সত্য কথা বলা উচিত"
/home/data/raw/bengali/audio/bn_00039.wav,"এই ট্রেনটি কখন ছাড়বে"
/home/data/raw/bengali/audio/bn_00040.wav,"সূর্য পূর্ব দিকে ওঠে"
/home/data/raw/bengali/audio/bn_00041.wav,"আপনি কেমন আছেন"
/home/data/raw/bengali/audio/bn_00042.wav,"বিজ্ঞানীরা একটি নতুন আবিষ্কার করেছেন"
/home/data/raw/bengali/audio/bn_00043.wav,"আমি বাংলা বলতে খুব ভালোবাসি"
/home/data/raw/bengali/audio/bn_00044.wav,"শিক্ষাই সাফল্যের চাবিকাঠি"
/home/data/raw/bengali/audio/bn_00045.wav,"আজকের তাজা খবর কি"
/home/data/raw/bengali/audio/bn_00046.wav,"তিনি তার পড়াশোনা শেষ করেছেন"
/home/data/raw/bengali/audio/bn_00047.wav,"আপনার কি কোন প্রশ্ন আছে"
/home/data/raw/bengali/audio/bn_00048.wav,"এটি একটি খুব সুন্দর জায়গা"
/home/data/raw/bengali/audio/bn_00049.wav,"আমাদের সকলের পরিবেশ রক্ষা করা উচিত"
/home/data/raw/bengali/audio/bn_00050.wav,"সে খুব পরিশ্রমী ছেলে"
/home/data/raw/bengali/audio/bn_00051.wav,"আমার এক গ্লাস জল দরকার"
/home/data/raw/bengali/audio/bn_00052.wav,"ডিজিটাল ইন্ডিয়া একটি গুরুত্বপূর্ণ উদ্যোগ"
/home/data/raw/bengali/audio/bn_00053.wav,"খেলাধুলা শিশুদের জন্য ভালো"
/home/data/raw/bengali/audio/bn_00054.wav,"আমি আপনার সাথে একমত"
/home/data/raw/bengali/audio/bn_00055.wav,"সময় খুব মূল্যবান"
/home/data/raw/bengali/audio/bn_00056.wav,"ভারত একটি বৈচিত্র্যময় দেশ"
/home/data/raw/bengali/audio/bn_00057.wav,"দয়া করে এখানে সই করুন"
/home/data/raw/bengali/audio/bn_00058.wav,"এটা আমার বোঝার বাইরে"
/home/data/raw/bengali/audio/bn_00059.wav,"তিনি একটি নতুন রেকর্ড করেছেন"
/home/data/raw/bengali/audio/bn_00060.wav,"শুভেচ্ছা"
/home/data/raw/bengali/audio/bn_00061.wav,"হ্যালো আজ আবহাওয়া খুব ভালো"
/home/data/raw/bengali/audio/bn_00062.wav,"ভারতের রাজধানী নতুন দিল্লি"
/home/data/raw/bengali/audio/bn_00063.wav,"আপনি কি আমাকে সাহায্য করতে পারেন"
/home/data/raw/bengali/audio/bn_00064.wav,"এটি একটি পরীক্ষা"
/home/data/raw/bengali/audio/bn_00065.wav,"দয়া করে ধীরে বলুন আমি বুঝতে পারছি না"
/home/data/raw/bengali/audio/bn_00066.wav,"আপনার নাম কি"
/home/data/raw/bengali/audio/bn_00067.wav,"আমি কাল বাজারে যাব"
/home/data/raw/bengali/audio/bn_00068.wav,"আমাদের সত্য কথা বলা উচিত"
/home/data/raw/bengali/audio/bn_00069.wav,"এই ট্রেনটি কখন ছাড়বে"
/home/data/raw/bengali/audio/bn_00070.wav,"সূর্য পূর্ব দিকে ওঠে"
/home/data/raw/bengali/audio/bn_00071.wav,"আপনি কেমন আছেন"
/home/data/raw/bengali/audio/bn_00072.wav,"বিজ্ঞানীরা একটি নতুন আবিষ্কার করেছেন"
/home/data/raw/bengali/audio/bn_00073.wav,"আমি বাংলা বলতে খুব ভালোবাসি"
/home/data/raw/bengali/audio/bn_00074.wav,"শিক্ষাই সাফল্যের চাবিকাঠি"
/home/data/raw/bengali/audio/bn_00075.wav,"আজকের তাজা খবর কি"
/home/data/raw/bengali/audio/bn_00076.wav,"তিনি তার পড়াশোনা শেষ করেছেন"
/home/data/raw/bengali/audio/bn_00077.wav,"আপনার কি কোন প্রশ্ন আছে"
/home/data/raw/bengali/audio/bn_00078.wav,"এটি একটি খুব সুন্দর জায়গা"
/home/data/raw/bengali/audio/bn_00079.wav,"আমাদের সকলের পরিবেশ রক্ষা করা উচিত"
/home/data/raw/bengali/audio/bn_00080.wav,"সে খুব পরিশ্রমী ছেলে"
/home/data/raw/bengali/audio/bn_00081.wav,"আমার এক গ্লাস জল দরকার"
/home/data/raw/bengali/audio/bn_00082.wav,"ডিজিটাল ইন্ডিয়া একটি গুরুত্বপূর্ণ উদ্যোগ"
/home/data/raw/bengali/audio/bn_00083.wav,"খেলাধুলা শিশুদের জন্য ভালো"
/home/data/raw/bengali/audio/bn_00084.wav,"আমি আপনার সাথে একমত"
/home/data/raw/bengali/audio/bn_00085.wav,"সময় খুব মূল্যবান"
/home/data/raw/bengali/audio/bn_00086.wav,"ভারত একটি বৈচিত্র্যময় দেশ"
/home/data/raw/bengali/audio/bn_00087.wav,"দয়া করে এখানে সই করুন"
/home/data/raw/bengali/audio/bn_00088.wav,"এটা আমার বোঝার বাইরে"
/home/data/raw/bengali/audio/bn_00089.wav,"তিনি একটি নতুন রেকর্ড করেছেন"
/home/data/raw/bengali/audio/bn_00090.wav,"শুভেচ্ছা"
/home/data/raw/bengali/audio/bn_00091.wav,"হ্যালো আজ আবহাওয়া খুব ভালো"
/home/data/raw/bengali/audio/bn_00092.wav,"ভারতের রাজধানী নতুন দিল্লি"
/home/data/raw/bengali/audio/bn_00093.wav,"আপনি কি আমাকে সাহায্য করতে পারেন"
/home/data/raw/bengali/audio/bn_00094.wav,"এটি একটি পরীক্ষা"
/home/data/raw/bengali/audio/bn_00095.wav,"দয়া করে ধীরে বলুন আমি বুঝতে পারছি না"
/home/data/raw/bengali/audio/bn_00096.wav,"আপনার নাম কি"
/home/data/raw/bengali/audio/bn_00097.wav,"আমি কাল বাজারে যাব"
/home/data/raw/bengali/audio/bn_00098.wav,"আমাদের সত্য কথা বলা উচিত"
/home/data/raw/bengali/audio/bn_00099.wav,"এই ট্রেনটি কখন ছাড়বে"
/home/data/raw/bengali/audio/bn_00100.wav,"সূর্য পূর্ব দিকে ওঠে"
/home/data/raw/bengali/audio/bn_00101.wav,"আপনি কেমন আছেন"
/home/data/raw/bengali/audio/bn_00102.wav,"বিজ্ঞানীরা একটি নতুন আবিষ্কার করেছেন"
/home/data/raw/bengali/audio/bn_00103.wav,"আমি বাংলা বলতে খুব ভালোবাসি"
/home/data/raw/bengali/audio/bn_00104.wav,"শিক্ষাই সাফল্যের চাবিকাঠি"
/home/data/raw/bengali/audio/bn_00105.wav,"আজকের তাজা খবর কি"
/home/data/raw/bengali/audio/bn_00106.wav,"তিনি তার পড়াশোনা শেষ করেছেন"
/home/data/raw/bengali/audio/bn_00107.wav,"আপনার কি কোন প্রশ্ন আছে"
/home/data/raw/bengali/audio/bn_00108.wav,"এটি একটি খুব সুন্দর জায়গা"
/home/data/raw/bengali/audio/bn_00109.wav,"আমাদের সকলের পরিবেশ রক্ষা করা উচিত"
/home/data/raw/bengali/audio/bn_00110.wav,"সে খুব পরিশ্রমী ছেলে"
/home/data/raw/bengali/audio/bn_00111.wav,"আমার এক গ্লাস জল দরকার"
/home/data/raw/bengali/audio/bn_00112.wav,"ডিজিটাল ইন্ডিয়া একটি গুরুত্বপূর্ণ উদ্যোগ"
/home/data/raw/bengali/audio/bn_00113.wav,"খেলাধুলা শিশুদের জন্য ভালো"
/home/data/raw/bengali/audio/bn_00114.wav,"আমি আপনার সাথে একমত"
/home/data/raw/bengali/audio/bn_00115.wav,"সময় খুব মূল্যবান"
/home/data/raw/bengali/audio/bn_00116.wav,"ভারত একটি বৈচিত্র্যময় দেশ"
/home/data/raw/bengali/audio/bn_00117.wav,"দয়া করে এখানে সই করুন"
/home/data/raw/bengali/audio/bn_00118.wav,"এটা আমার বোঝার বাইরে"
/home/data/raw/bengali/audio/bn_00119.wav,"তিনি একটি নতুন রেকর্ড করেছেন"
/home/data/raw/bengali/audio/bn_00120.wav,"শুভেচ্ছা"
/home/data/raw/bengali/audio/bn_00121.wav,"হ্যালো আজ আবহাওয়া খুব ভালো"
/home/data/raw/bengali/audio/bn_00122.wav,"ভারতের রাজধানী নতুন দিল্লি"
/home/data/raw/bengali/audio/bn_00123.wav,"আপনি কি আমাকে সাহায্য করতে পারেন"
/home/data/raw/bengali/audio/bn_00124.wav,"এটি একটি পরীক্ষা"
/home/data/raw/bengali/audio/bn_00125.wav,"দয়া করে ধীরে বলুন আমি বুঝতে পারছি না"
/home/data/raw/bengali/audio/bn_00126.wav,"আপনার নাম কি"
/home/data/raw/bengali/audio/bn_00127.wav,"আমি কাল বাজারে যাব"
/home/data/raw/bengali/audio/bn_00128.wav,"আমাদের সত্য কথা বলা উচিত"
/home/data/raw/bengali/audio/bn_00129.wav,"এই ট্রেনটি কখন ছাড়বে"
/home/data/raw/bengali/audio/bn_00130.wav,"সূর্য পূর্ব দিকে ওঠে"
/home/data/raw/bengali/audio/bn_00131.wav,"আপনি কেমন আছেন"
/home/data/raw/bengali/audio/bn_00132.wav,"বিজ্ঞানীরা একটি নতুন আবিষ্কার করেছেন"
/home/data/raw/bengali/audio/bn_00133.wav,"আমি বাংলা বলতে খুব ভালোবাসি"
/home/data/raw/bengali/audio/bn_00134.wav,"শিক্ষাই সাফল্যের চাবিকাঠি"
/home/data/raw/bengali/audio/bn_00135.wav,"আজকের তাজা খবর কি"
/home/data/raw/bengali/audio/bn_00136.wav,"তিনি তার পড়াশোনা শেষ করেছেন"
/home/data/raw/bengali/audio/bn_00137.wav,"আপনার কি কোন প্রশ্ন আছে"
/home/data/raw/bengali/audio/bn_00138.wav,"এটি একটি খুব সুন্দর জায়গা"
/home/data/raw/bengali/audio/bn_00139.wav,"আমাদের সকলের পরিবেশ রক্ষা করা উচিত"
/home/data/raw/bengali/audio/bn_00140.wav,"সে খুব পরিশ্রমী ছেলে"
/home/data/raw/bengali/audio/bn_00141.wav,"আমার এক গ্লাস জল দরকার"
/home/data/raw/bengali/audio/bn_00142.wav,"ডিজিটাল ইন্ডিয়া একটি গুরুত্বপূর্ণ উদ্যোগ"
/home/data/raw/bengali/audio/bn_00143.wav,"খেলাধুলা শিশুদের জন্য ভালো"
/home/data/raw/bengali/audio/bn_00144.wav,"আমি আপনার সাথে একমত"
/home/data/raw/bengali/audio/bn_00145.wav,"সময় খুব মূল্যবান"
/home/data/raw/bengali/audio/bn_00146.wav,"ভারত একটি বৈচিত্র্যময় দেশ"
/home/data/raw/bengali/audio/bn_00147.wav,"দয়া করে এখানে সই করুন"
/home/data/raw/bengali/audio/bn_00148.wav,"এটা আমার বোঝার বাইরে"
/home/data/raw/bengali/audio/bn_00149.wav,"তিনি একটি নতুন রেকর্ড করেছেন"
/home/data/raw/bengali/audio/bn_00150.wav,"শুভেচ্ছা"
/home/data/raw/bengali/audio/bn_00151.wav,"হ্যালো আজ আবহাওয়া খুব ভালো"
/home/data/raw/bengali/audio/bn_00152.wav,"ভারতের রাজধানী নতুন দিল্লি"
/home/data/raw/bengali/audio/bn_00153.wav,"আপনি কি আমাকে সাহায্য করতে পারেন"
/home/data/raw/bengali/audio/bn_00154.wav,"এটি একটি পরীক্ষা"
/home/data/raw/bengali/audio/bn_00155.wav,"দয়া করে ধীরে বলুন আমি বুঝতে পারছি না"
/home/data/raw/bengali/audio/bn_00156.wav,"আপনার নাম কি"
/home/data/raw/bengali/audio/bn_00157.wav,"আমি কাল বাজারে যাব"
/home/data/raw/bengali/audio/bn_00158.wav,"আমাদের সত্য কথা বলা উচিত"
/home/data/raw/bengali/audio/bn_00159.wav,"এই ট্রেনটি কখন ছাড়বে"
/home/data/raw/bengali/audio/bn_00160.wav,"সূর্য পূর্ব দিকে ওঠে"
/home/data/raw/bengali/audio/bn_00161.wav,"আপনি কেমন আছেন"
/home/data/raw/bengali/audio/bn_00162.wav,"বিজ্ঞানীরা একটি নতুন আবিষ্কার করেছেন"
/home/data/raw/bengali/audio/bn_00163.wav,"আমি বাংলা বলতে খুব ভালোবাসি"
/home/data/raw/bengali/audio/bn_00164.wav,"শিক্ষাই সাফল্যের চাবিকাঠি"
/home/data/raw/bengali/audio/bn_00165.wav,"আজকের তাজা খবর কি"
/home/data/raw/bengali/audio/bn_00166.wav,"তিনি তার পড়াশোনা শেষ করেছেন"
/home/data/raw/bengali/audio/bn_00167.wav,"আপনার কি কোন প্রশ্ন আছে"
/home/data/raw/bengali/audio/bn_00168.wav,"এটি একটি খুব সুন্দর জায়গা"
/home/data/raw/bengali/audio/bn_00169.wav,"আমাদের সকলের পরিবেশ রক্ষা করা উচিত"
/home/data/raw/bengali/audio/bn_00170.wav,"সে খুব পরিশ্রমী ছেলে"
/home/data/raw/bengali/audio/bn_00171.wav,"আমার এক গ্লাস জল দরকার"
/home/data/raw/bengali/audio/bn_00172.wav,"ডিজিটাল ইন্ডিয়া একটি গুরুত্বপূর্ণ উদ্যোগ"
/home/data/raw/bengali/audio/bn_00173.wav,"খেলাধুলা শিশুদের জন্য ভালো"
/home/data/raw/bengali/audio/bn_00174.wav,"আমি আপনার সাথে একমত"
/home/data/raw/bengali/audio/bn_00175.wav,"সময় খুব মূল্যবান"
/home/data/raw/bengali/audio/bn_00176.wav,"ভারত একটি বৈচিত্র্যময় দেশ"
/home/data/raw/bengali/audio/bn_00177.wav,"দয়া করে এখানে সই করুন"
/home/data/raw/bengali/audio/bn_00178.wav,"এটা আমার বোঝার বাইরে"
/home/data/raw/bengali/audio/bn_00179.wav,"তিনি একটি নতুন রেকর্ড করেছেন"
/home/data/raw/bengali/audio/bn_00180.wav,"শুভেচ্ছা"
/home/data/raw/bengali/audio/bn_00181.wav,"হ্যালো আজ আবহাওয়া খুব ভালো"
/home/data/raw/bengali/audio/bn_00182.wav,"ভারতের রাজধানী নতুন দিল্লি"
/home/data/raw/bengali/audio/bn_00183.wav,"আপনি কি আমাকে সাহায্য করতে পারেন"
/home/data/raw/bengali/audio/bn_00184.wav,"এটি একটি পরীক্ষা"
/home/data/raw/bengali/audio/bn_00185.wav,"দয়া করে ধীরে বলুন আমি বুঝতে পারছি না"
/home/data/raw/bengali/audio/bn_00186.wav,"আপনার নাম কি"
/home/data/raw/bengali/audio/bn_00187.wav,"আমি কাল বাজারে যাব"
/home/data/raw/bengali/audio/bn_00188.wav,"আমাদের সত্য কথা বলা উচিত"
/home/data/raw/bengali/audio/bn_00189.wav,"এই ট্রেনটি কখন ছাড়বে"
/home/data/raw/bengali/audio/bn_00190.wav,"সূর্য পূর্ব দিকে ওঠে"
/home/data/raw/bengali/audio/bn_00191.wav,"আপনি কেমন আছেন"
/home/data/raw/bengali/audio/bn_00192.wav,"বিজ্ঞানীরা একটি নতুন আবিষ্কার করেছেন"
/home/data/raw/bengali/audio/bn_00193.wav,"আমি বাংলা বলতে খুব ভালোবাসি"
/home/data/raw/bengali/audio/bn_00194.wav,"শিক্ষাই সাফল্যের চাবিকাঠি"
/home/data/raw/bengali/audio/bn_00195.wav,"আজকের তাজা খবর কি"
/home/data/raw/bengali/audio/bn_00196.wav,"তিনি তার পড়াশোনা শেষ করেছেন"
/home/data/raw/bengali/audio/bn_00197.wav,"আপনার কি কোন প্রশ্ন আছে"
/home/data/raw/bengali/audio/bn_00198.wav,"এটি একটি খুব সুন্দর জায়গা"
/home/data/raw/bengali/audio/bn_00199.wav,"আমাদের সকলের পরিবেশ রক্ষা করা উচিত"
/home/data/raw/bengali/audio/bn_00200.wav,"সে খুব পরিশ্রমী ছেলে"
/home/data/raw/bengali/audio/bn_00201.wav,"আমার এক গ্লাস জল দরকার"
/home/data/raw/bengali/audio/bn_00202.wav,"ডিজিটাল ইন্ডিয়া একটি গুরুত্বপূর্ণ উদ্যোগ"
/home/data/raw/bengali/audio/bn_00203.wav,"খেলাধুলা শিশুদের জন্য ভালো"
/home/data/raw/bengali/audio/bn_00204.wav,"আমি আপনার সাথে একমত"
/home/data/raw/bengali/audio/bn_00205.wav,"সময় খুব মূল্যবান"
/home/data/raw/bengali/audio/bn_00206.wav,"ভারত একটি বৈচিত্র্যময় দেশ"
/home/data/raw/bengali/audio/bn_00207.wav,"দয়া করে এখানে সই করুন"
/home/data/raw/bengali/audio/bn_00208.wav,"এটা আমার বোঝার বাইরে"
/home/data/raw/bengali/audio/bn_00209.wav,"তিনি একটি নতুন রেকর্ড করেছেন"
/home/data/raw/bengali/audio/bn_00210.wav,"শুভেচ্ছা"
/home/data/raw/bengali/audio/bn_00211.wav,"হ্যালো আজ আবহাওয়া খুব ভালো"
/home/data/raw/bengali/audio/bn_00212.wav,"ভারতের রাজধানী নতুন দিল্লি"
/home/data/raw/bengali/audio/bn_00213.wav,"আপনি কি আমাকে সাহায্য করতে পারেন"
/home/data/raw/bengali/audio/bn_00214.wav,"এটি একটি পরীক্ষা"
/home/data/raw/bengali/audio/bn_00215.wav,"দয়া করে ধীরে বলুন আমি বুঝতে পারছি না"
/home/data/raw/bengali/audio/bn_00216.wav,"আপনার নাম কি"
/home/data/raw/bengali/audio/bn_00217.wav,"আমি কাল বাজারে যাব"
/home/data/raw/bengali/audio/bn_00218.wav,"আমাদের সত্য কথা বলা উচিত"
/home/data/raw/bengali/audio/bn_00219.wav,"এই ট্রেনটি কখন ছাড়বে"
/home/data/raw/bengali/audio/bn_00220.wav,"সূর্য পূর্ব দিকে ওঠে"
/home/data/raw/bengali/audio/bn_00221.wav,"আপনি কেমন আছেন"
/home/data/raw/bengali/audio/bn_00222.wav,"বিজ্ঞানীরা একটি নতুন আবিষ্কার করেছেন"
/home/data/raw/bengali/audio/bn_00223.wav,"আমি বাংলা বলতে খুব ভালোবাসি"
/home/data/raw/bengali/audio/bn_00224.wav,"শিক্ষাই সাফল্যের চাবিকাঠি"
/home/data/raw/bengali/audio/bn_00225.wav,"আজকের তাজা খবর কি"
/home/data/raw/bengali/audio/bn_00226.wav,"তিনি তার পড়াশোনা শেষ করেছেন"
/home/data/raw/bengali/audio/bn_00227.wav,"আপনার কি কোন প্রশ্ন আছে"
/home/data/raw/bengali/audio/bn_00228.wav,"এটি একটি খুব সুন্দর জায়গা"
/home/data/raw/bengali/audio/bn_00229.wav,"আমাদের সকলের পরিবেশ রক্ষা করা উচিত"
/home/data/raw/bengali/audio/bn_00230.wav,"সে খুব পরিশ্রমী ছেলে"
/home/data/raw/bengali/audio/bn_00231.wav,"আমার এক গ্লাস জল দরকার"
/home/data/raw/bengali/audio/bn_00232.wav,"ডিজিটাল ইন্ডিয়া একটি গুরুত্বপূর্ণ উদ্যোগ"
/home/data/raw/bengali/audio/bn_00233.wav,"খেলাধুলা শিশুদের জন্য ভালো"
/home/data/raw/bengali/audio/bn_00234.wav,"আমি আপনার সাথে একমত"
/home/data/raw/bengali/audio/bn_00235.wav,"সময় খুব মূল্যবান"
/home/data/raw/bengali/audio/bn_00236.wav,"ভারত একটি বৈচিত্র্যময় দেশ"
/home/data/raw/bengali/audio/bn_00237.wav,"দয়া করে এখানে সই করুন"
/home/data/raw/bengali/audio/bn_00238.wav,"এটা আমার বোঝার বাইরে"
/home/data/raw/bengali/audio/bn_00239.wav,"তিনি একটি নতুন রেকর্ড করেছেন"
/home/data/raw/bengali/audio/bn_00240.wav,"শুভেচ্ছা"
/home/data/raw/bengali/audio/bn_00241.wav,"হ্যালো আজ আবহাওয়া খুব ভালো"
/home/data/raw/bengali/audio/bn_00242.wav,"ভারতের রাজধানী নতুন দিল্লি"
/home/data/raw/bengali/audio/bn_00243.wav,"আপনি কি আমাকে সাহায্য করতে পারেন"
/home/data/raw/bengali/audio/bn_00244.wav,"এটি একটি পরীক্ষা"
/home/data/raw/bengali/audio/bn_00245.wav,"দয়া করে ধীরে বলুন আমি বুঝতে পারছি না"
/home/data/raw/bengali/audio/bn_00246.wav,"আপনার নাম কি"
/home/data/raw/bengali/audio/bn_00247.wav,"আমি কাল বাজারে যাব"
/home/data/raw/bengali/audio/bn_00248.wav,"আমাদের সত্য কথা বলা উচিত"
/home/data/raw/bengali/audio/bn_00249.wav,"এই ট্রেনটি কখন ছাড়বে"
/home/data/raw/bengali/audio/bn_00250.wav,"সূর্য পূর্ব দিকে ওঠে"
/home/data/raw/bengali/audio/bn_00251.wav,"আপনি কেমন আছেন"
/home/data/raw/bengali/audio/bn_00252.wav,"বিজ্ঞানীরা একটি নতুন আবিষ্কার করেছেন"
/home/data/raw/bengali/audio/bn_00253.wav,"আমি বাংলা বলতে খুব ভালোবাসি"
/home/data/raw/bengali/audio/bn_00254.wav,"শিক্ষাই সাফল্যের চাবিকাঠি"
/home/data/raw/bengali/audio/bn_00255.wav,"আজকের তাজা খবর কি"
/home/data/raw/bengali/audio/bn_00256.wav,"তিনি তার পড়াশোনা শেষ করেছেন"
/home/data/raw/bengali/audio/bn_00257.wav,"আপনার কি কোন প্রশ্ন আছে"
/home/data/raw/bengali/audio/bn_00258.wav,"এটি একটি খুব সুন্দর জায়গা"
/home/data/raw/bengali/audio/bn_00259.wav,"আমাদের সকলের পরিবেশ রক্ষা করা উচিত"
/home/data/raw/bengali/audio/bn_00260.wav,"সে খুব পরিশ্রমী ছেলে"
/home/data/raw/bengali/audio/bn_00261.wav,"আমার এক গ্লাস জল দরকার"
/home/data/raw/bengali/audio/bn_00262.wav,"ডিজিটাল ইন্ডিয়া একটি গুরুত্বপূর্ণ উদ্যোগ"
/home/data/raw/bengali/audio/bn_00263.wav,"খেলাধুলা শিশুদের জন্য ভালো"
/home/data/raw/bengali/audio/bn_00264.wav,"আমি আপনার সাথে একমত"
/home/data/raw/bengali/audio/bn_00265.wav,"সময় খুব মূল্যবান"
/home/data/raw/bengali/audio/bn_00266.wav,"ভারত একটি বৈচিত্র্যময় দেশ"
/home/data/raw/bengali/audio/bn_00267.wav,"দয়া করে এখানে সই করুন"
/home/data/raw/bengali/audio/bn_00268.wav,"এটা আমার বোঝার বাইরে"
/home/data/raw/bengali/audio/bn_00269.wav,"তিনি একটি নতুন রেকর্ড করেছেন"
/home/data/raw/bengali/audio/bn_00270.wav,"শুভেচ্ছা"
/home/data/raw/bengali/audio/bn_00271.wav,"হ্যালো আজ আবহাওয়া খুব ভালো"
/home/data/raw/bengali/audio/bn_00272.wav,"ভারতের রাজধানী নতুন দিল্লি"
/home/data/raw/bengali/audio/bn_00273.wav,"আপনি কি আমাকে সাহায্য করতে পারেন"
/home/data/raw/bengali/audio/bn_00274.wav,"এটি একটি পরীক্ষা"
/home/data/raw/bengali/audio/bn_00275.wav,"দয়া করে ধীরে বলুন আমি বুঝতে পারছি না"
/home/data/raw/bengali/audio/bn_00276.wav,"আপনার নাম কি"
/home/data/raw/bengali/audio/bn_00277.wav,"আমি কাল বাজারে যাব"
/home/data/raw/bengali/audio/bn_00278.wav,"আমাদের সত্য কথা বলা উচিত"
/home/data/raw/bengali/audio/bn_00279.wav,"এই ট্রেনটি কখন ছাড়বে"
/home/data/raw/bengali/audio/bn_00280.wav,"সূর্য পূর্ব দিকে ওঠে"
/home/data/raw/bengali/audio/bn_00281.wav,"আপনি কেমন আছেন"
/home/data/raw/bengali/audio/bn_00282.wav,"বিজ্ঞানীরা একটি নতুন আবিষ্কার করেছেন"
/home/data/raw/bengali/audio/bn_00283.wav,"আমি বাংলা বলতে খুব ভালোবাসি"
/home/data/raw/bengali/audio/bn_00284.wav,"শিক্ষাই সাফল্যের চাবিকাঠি"
/home/data/raw/bengali/audio/bn_00285.wav,"আজকের তাজা খবর কি"
/home/data/raw/bengali/audio/bn_00286.wav,"তিনি তার পড়াশোনা শেষ করেছেন"
/home/data/raw/bengali/audio/bn_00287.wav,"আপনার কি কোন প্রশ্ন আছে"
/home/data/raw/bengali/audio/bn_00288.wav,"এটি একটি খুব সুন্দর জায়গা"
/home/data/raw/bengali/audio/bn_00289.wav,"আমাদের সকলের পরিবেশ রক্ষা করা উচিত"
/home/data/raw/bengali/audio/bn_00290.wav,"সে খুব পরিশ্রমী ছেলে"
/home/data/raw/bengali/audio/bn_00291.wav,"আমার এক গ্লাস জল দরকার"
/home/data/raw/bengali/audio/bn_00292.wav,"ডিজিটাল ইন্ডিয়া একটি গুরুত্বপূর্ণ উদ্যোগ"
/home/data/raw/bengali/audio/bn_00293.wav,"খেলাধুলা শিশুদের জন্য ভালো"
/home/data/raw/bengali/audio/bn_00294.wav,"আমি আপনার সাথে একমত"
/home/data/raw/bengali/audio/bn_00295.wav,"সময় খুব মূল্যবান"
/home/data/raw/bengali/audio/bn_00296.wav,"ভারত একটি বৈচিত্র্যময় দেশ"
