audio_path,text
/home/data/raw/hindi/audio/hi_00245.wav,"कृपया धीरे बोलें मुझे समझ नहीं आ रहा है"
/home/data/raw/hindi/audio/hi_00246.wav,"आपका नाम क्या है"
/home/data/raw/hindi/audio/hi_00247.wav,"मैं कल बाजार जाऊँगा"
/home/data/raw/hindi/audio/hi_00248.wav,"हमें सच बोलना चाहिए"
/home/data/raw/hindi/audio/hi_00249.wav,"यह ट्रेन कब रवाना होगी"
/home/data/raw/hindi/audio/hi_00250.wav,"सूर्य पूर्व से उदय होता है"
/home/data/raw/hindi/audio/hi_00251.wav,"आप कैसे हैं"
/home/data/raw/hindi/audio/hi_00252.wav,"वैज्ञानिकों ने एक नई खोज की है"
/home/data/raw/hindi/audio/hi_00253.wav,"मुझे हिंदी बोलना बहुत पसंद है"
/home/data/raw/hindi/audio/hi_00254.wav,"शिक्षा सफलता की कुंजी है"
/home/data/raw/hindi/audio/hi_00255.wav,"आज की ताजा खबर क्या है"
/home/data/raw/hindi/audio/hi_00256.wav,"उन्होंने अपनी पढ़ाई पूरी कर ली है"
/home/data/raw/hindi/audio/hi_00257.wav,"क्या आपके पास कोई सवाल है"
/home/data/raw/hindi/audio/hi_00258.wav,"यह एक बहुत ही खूबसूरत जगह है"
/home/data/raw/hindi/audio/hi_00259.wav,"हम सभी को पर्यावरण की रक्षा करनी चाहिए"
/home/data/raw/hindi/audio/hi_00260.wav,"वह बहुत मेहनती लड़का है"
/home/data/raw/hindi/audio/hi_00261.wav,"मुझे एक गिलास पानी चाहिए"
/home/data/raw/hindi/audio/hi_00262.wav,"डिजिटल इंडिया एक महत्वपूर्ण पहल है"
/home/data/raw/hindi/audio/hi_00263.wav,"खेलना बच्चों के लिए अच्छा है"
/home/data/raw/hindi/audio/hi_00264.wav,"मैं आपकी बात से सहमत हूँ"
/home/data/raw/hindi/audio/hi_00265.wav,"समय बहुत मूल्यवान है"
/home/data/raw/hindi/audio/hi_00266.wav,"भारत एक विविध देश है"
/home/data/raw/hindi/audio/hi_00267.wav,"कृपया यहाँ हस्ताक्षर करें"
/home/data/raw/hindi/audio/hi_00268.wav,"यह मेरी समझ से बाहर है"
/home/data/raw/hindi/audio/hi_00269.wav,"उन्होंने एक नया रिकॉर्ड बनाया"
/home/data/raw/hindi/audio/hi_00270.wav,"शुभकामनाएं"
/home/data/raw/hindi/audio/hi_00271.wav,"नमस्ते आज मौसम बहुत अच्छा है"
/home/data/raw/hindi/audio/hi_00272.wav,"भारत की राजधानी नई दिल्ली है"
/home/data/raw/hindi/audio/hi_00273.wav,"क्या आप मेरी मदद कर सकते हैं"
/home/data/raw/hindi/audio/hi_00274.wav,"यह एक परीक्षण है"
/home/data/raw/hindi/audio/hi_00275.wav,"कृपया धीरे बोलें मुझे समझ नहीं आ रहा है"
/home/data/raw/hindi/audio/hi_00276.wav,"आपका नाम क्या है"
/home/data/raw/hindi/audio/hi_00277.wav,"मैं कल बाजार जाऊँगा"
/home/data/raw/hindi/audio/hi_00278.wav,"हमें सच बोलना चाहिए"
/home/data/raw/hindi/audio/hi_00279.wav,"यह ट्रेन कब रवाना होगी"
/home/data/raw/hindi/audio/hi_00280.wav,"सूर्य पूर्व से उदय होता है"
/home/data/raw/hindi/audio/hi_00281.wav,"आप कैसे हैं"
/home/data/raw/hindi/audio/hi_00282.wav,"वैज्ञानिकों ने एक नई खोज की है"
/home/data/raw/hindi/audio/hi_00283.wav,"मुझे हिंदी बोलना बहुत पसंद है"
/home/data/raw/hindi/audio/hi_00284.wav,"शिक्षा सफलता की कुंजी है"
/home/data/raw/hindi/audio/hi_00285.wav,"आज की ताजा खबर क्या है"
/home/data/raw/hindi/audio/hi_00286.wav,"उन्होंने अपनी पढ़ाई पूरी कर ली है"
/home/data/raw/hindi/audio/hi_00287.wav,"क्या आपके पास कोई सवाल है"
/home/data/raw/hindi/audio/hi_00288.wav,"यह एक बहुत ही खूबसूरत जगह है"
/home/data/raw/hindi/audio/hi_00289.wav,"हम सभी को पर्यावरण की रक्षा करनी चाहिए"
/home/data/raw/hindi/audio/hi_00290.wav,"वह बहुत मेहनती लड़का है"
/home/data/raw/hindi/audio/hi_00291.wav,"मुझे एक गिलास पानी चाहिए"
/home/data/raw/hindi/audio/hi_00292.wav,"डिजिटल इंडिया एक महत्वपूर्ण पहल है"
/home/data/raw/hindi/audio/hi_00293.wav,"खेलना बच्चों के लिए अच्छा है"
/home/data/raw/hindi/audio/hi_00294.wav,"मैं आपकी बात से सहमत हूँ"
/home/data/raw/hindi/audio/hi_00295.wav,"समय बहुत मूल्यवान है"
/home/data/raw/hindi/audio/hi_00296.wav,"भारत एक विविध देश है"
/home/data/raw/hindi/audio/hi_00297.wav,"कृपया यहाँ हस्ताक्षर करें"
/home/data/raw/hindi/audio/hi_00298.wav,"यह मेरी समझ से बाहर है"
/home/data/raw/hindi/audio/hi_00299.wav,"उन्होंने एक नया रिकॉर्ड बनाया"
/home/data/raw/hindi/audio/hi_00300.wav,"शुभकामनाएं"
/home/data/raw/hindi/audio/hi_00301.wav,"नमस्ते आज मौसम बहुत अच्छा है"
/home/data/raw/hindi/audio/hi_00302.wav,"भारत की राजधानी नई दिल्ली है"
/home/data/raw/hindi/audio/hi_00303.wav,"क्या आप मेरी मदद कर सकते हैं"
/home/data/raw/hindi/audio/hi_00304.wav,"यह एक परीक्षण है"
/home/data/raw/hindi/audio/hi_00305.wav,"कृपया धीरे बोलें मुझे समझ नहीं आ रहा है"
/home/data/raw/hindi/audio/hi_00306.wav,"आपका नाम क्या है"
/home/data/raw/hindi/audio/hi_00307.wav,"मैं कल बाजार जाऊँगा"
/home/data/raw/hindi/audio/hi_00308.wav,"हमें सच बोलना चाहिए"
/home/data/raw/hindi/audio/hi_00309.wav,"यह ट्रेन कब रवाना होगी"
/home/data/raw/hindi/audio/hi_00310.wav,"सूर्य पूर्व से उदय होता है"
/home/data/raw/hindi/audio/hi_00311.wav,"आप कैसे हैं"
